# voltage (V), current (A), dIdV (G0)
1.919999999999998964e-04,4.500246685597556606e-11,2.218149424216588061e-02
1.939999999999999451e-04,3.282182424746349025e-11,5.327747640187165817e-02
1.959999999999999937e-04,6.151441782602934497e-11,-1.145649429817741094e-02
1.980000000000000423e-04,2.927118549886163997e-11,-1.112018604117377407e-01
1.999999999999998741e-04,2.705032922980321312e-11,3.057709323694237508e-02
2.019999999999999227e-04,3.874775042710346679e-11,2.656288656401232726e-02
2.039999999999999713e-04,3.528279649720298112e-11,-3.095305327990104799e-02
2.060000000000000199e-04,2.915466658289132955e-11,-2.184729028109403531e-03
2.079999999999998517e-04,3.460569726068972603e-11,2.381939787702264805e-02
2.099999999999999003e-04,3.653686177011949796e-11,-2.963659516819196899e-02
2.119999999999999489e-04,2.542061494475391624e-11,3.836308699489734877e-03
2.139999999999999975e-04,3.772582463829581474e-11,2.746586466109083094e-02
2.160000000000000461e-04,3.393293649717137653e-11,4.207177908489346391e-02
2.179999999999998779e-04,5.076486478037232701e-11,8.121173788097152402e-02
2.199999999999999265e-04,5.910237628010055470e-11,-7.342334719309910607e-02
2.219999999999999751e-04,2.800923161627790745e-11,-8.563017085099597359e-02
2.240000000000000237e-04,3.256355953916155904e-11,5.072474105064112698e-02
2.259999999999998555e-04,4.373002947988229676e-11,6.580360855413895475e-03
2.279999999999999041e-04,3.460296911986600278e-11,4.453486390387450221e-03
2.299999999999999527e-04,4.511027032254533505e-11,3.475629958476669779e-02
2.320000000000000014e-04,4.537476901360134450e-11,2.142077533147606835e-02
2.339999999999998331e-04,5.174907560952756176e-11,2.379284231989337028e-02
2.359999999999998817e-04,5.274873400512721262e-11,4.046457636953782952e-03
2.379999999999999304e-04,5.300316860747281248e-11,-3.206680367483186189e-02
2.399999999999999790e-04,4.281047255198970713e-11,4.150781503972690578e-02
2.420000000000000276e-04,6.586742294339992725e-11,8.175756833631121767e-02
2.439999999999998594e-04,6.814907811238023084e-11,-7.803964261355797460e-02
2.459999999999999080e-04,4.168109056466854524e-11,-8.623810634314664492e-02
2.479999999999999566e-04,4.142184777310129937e-11,7.992270523486368072e-02
2.500000000000000052e-04,6.645102862025123592e-11,-1.108439024160870695e-03
2.519999999999998370e-04,4.107831628369870894e-11,-6.540203253429772469e-03
2.539999999999998856e-04,6.442406483090145424e-11,2.411781512840755967e-02
2.559999999999999342e-04,4.855299804041751337e-11,-9.197535965407091507e-02
2.579999999999999828e-04,3.591872389460047564e-11,-8.365832188810084016e-03
2.600000000000000314e-04,4.596022863288459589e-11,1.641925879414608547e-01
2.619999999999998632e-04,8.680589319828914778e-11,9.644553271458461419e-02
2.639999999999999118e-04,7.585098200587295642e-11,-7.727557177035278280e-02
2.659999999999999604e-04,6.285636445878392454e-11,-7.119006972431958513e-02
2.680000000000000090e-04,5.378749438915505831e-11,8.728346448278398451e-02
2.699999999999998408e-04,8.990757602827918488e-11,3.181397181569715210e-02
2.719999999999998894e-04,6.364739726482167710e-11,-3.557762063351047055e-02
2.739999999999999380e-04,7.888122930155883349e-11,4.820045921958899388e-02
2.759999999999999867e-04,7.858586044135401419e-11,7.093796169126142213e-03
2.780000000000000353e-04,8.107976463856761198e-11,-2.875189475449413737e-02
2.799999999999998671e-04,6.967496772374081889e-11,3.524136165606731107e-04
2.819999999999999157e-04,8.118898595967649841e-11,8.051871911178493102e-02
2.839999999999999643e-04,9.462962458692922503e-11,4.867507759240024406e-02
2.860000000000000129e-04,9.627454460376124243e-11,-5.000005363983128781e-02
2.879999999999998447e-04,7.913342450467841566e-11,1.265337164461443308e-02
2.899999999999998933e-04,1.001961239711092555e-10,1.125209994929251833e-01
2.919999999999999419e-04,1.140063455250771332e-10,-4.300103912992265381e-02
2.939999999999999905e-04,8.686908414627057465e-11,-3.422207809279845248e-02
2.960000000000000391e-04,1.034001135162767340e-10,9.357148988881466845e-02
2.979999999999998709e-04,1.158691036213794353e-10,-2.270575034607148681e-03
2.999999999999999195e-04,1.026964085704454113e-10,-2.085399898358882703e-02
3.019999999999999681e-04,1.094059557397265137e-10,6.248485480279537818e-02
3.040000000000000167e-04,1.220619440378580669e-10,5.492478916415310941e-02
3.059999999999998485e-04,1.264284479253206663e-10,5.428206152144768315e-02
3.079999999999998971e-04,1.388852397141543397e-10,-1.686803108390396875e-03
3.099999999999999457e-04,1.259056677168178078e-10,-4.208364223751309002e-02
3.119999999999999944e-04,1.258425229002871941e-10,4.201074923186522841e-02
3.140000000000000430e-04,1.389257932629184530e-10,1.260658480650769797e-01
3.159999999999998747e-04,1.649133130883803924e-10,3.731845409733429431e-02
3.179999999999999234e-04,1.504916654841385893e-10,-5.635505779887027555e-02
3.199999999999999720e-04,1.474475467996302352e-10,1.487337238477768331e-01
3.220000000000000206e-04,1.965877669068729306e-10,1.011565567939971960e-01
3.239999999999998524e-04,1.787983580408241432e-10,-7.149053282704355416e-02
3.259999999999999010e-04,1.744311586629142480e-10,5.387909503670692407e-02
3.279999999999999496e-04,1.954967648656211074e-10,3.900284549472488732e-02
3.299999999999999982e-04,1.865190636463202612e-10,9.778558493479320990e-02
3.319999999999998300e-04,2.258028321395629386e-10,1.007406508125771732e-01
3.339999999999998786e-04,2.177409757797144200e-10,-1.424749034701771298e-02
3.359999999999999272e-04,2.213871976548934198e-10,1.866795399185634530e-01
3.379999999999999758e-04,2.755973837483777054e-10,1.679830747859176465e-01
3.400000000000000244e-04,2.734491285493249940e-10,2.351285806870547640e-02
3.419999999999998562e-04,2.828845749934678268e-10,7.570778162890906549e-02
3.439999999999999048e-04,2.969127620157202479e-10,8.820966114179833173e-02
3.459999999999999534e-04,3.102228368298949005e-10,1.265361464571439221e-01
3.480000000000000020e-04,3.361293088070864258e-10,1.994959569490336870e-01
3.499999999999998338e-04,3.720513557901220011e-10,1.829923376952408975e-01
3.519999999999998824e-04,3.928429655337578677e-10,9.652257407709446957e-02
3.539999999999999310e-04,4.019659861048637594e-10,1.670880882133733980e-01
3.559999999999999797e-04,4.446275189057775265e-10,1.932418589748262638e-01
3.580000000000000283e-04,4.618562120736426550e-10,2.468362418126053559e-01
3.599999999999998600e-04,5.211279126499984455e-10,2.273083644092279698e-01
3.619999999999999087e-04,5.323044544021015548e-10,1.731292606550956514e-01
3.639999999999999573e-04,5.747847683511850260e-10,2.908489371993676631e-01
3.660000000000000059e-04,6.224454241902181449e-10,2.963471275995675502e-01
3.679999999999998377e-04,6.666297574818674853e-10,3.101131518468721038e-01
3.699999999999998863e-04,7.185568300653709370e-10,2.991237966342943921e-01
3.719999999999999349e-04,7.593353020678399002e-10,2.167553215241426190e-01
3.739999999999999835e-04,7.857344346220903798e-10,3.340609183817628836e-01
3.760000000000000321e-04,8.628686876156777289e-10,3.813897816326374257e-01
3.779999999999998639e-04,9.039361551258091229e-10,3.110370509468424749e-01
3.799999999999999125e-04,9.592664316898275830e-10,3.915099753745626687e-01
3.819999999999999611e-04,1.025274363206637714e-09,3.817494129379409573e-01
3.840000000000000097e-04,1.077579610447233019e-09,3.507794317880139623e-01
3.859999999999998415e-04,1.133989211772235627e-09,3.917955278218840931e-01
3.879999999999998901e-04,1.199006317990267223e-09,4.192885384642459634e-01
3.899999999999999387e-04,1.263936654049811602e-09,3.747157387605801748e-01
3.919999999999999873e-04,1.315139594638948923e-09,3.761404349770291478e-01
3.940000000000000360e-04,1.380511477777333846e-09,4.133626245613526429e-01
3.959999999999998677e-04,1.443250455936607524e-09,3.110038350658462791e-01
3.979999999999999163e-04,1.476898927463766146e-09,3.552473266529965201e-01
3.999999999999999650e-04,1.553350010872187986e-09,4.277741381552583322e-01
4.020000000000000136e-04,1.609476257932603916e-09,3.536802206679341976e-01
4.039999999999998453e-04,1.662963882570909739e-09,3.714076276168818969e-01
4.059999999999998940e-04,1.724584272637635835e-09,3.990985685153949358e-01
4.079999999999999426e-04,1.786653975281707580e-09,2.958562784280985847e-01
4.099999999999999912e-04,1.816277135992096867e-09,3.036694743703020616e-01
4.120000000000000398e-04,1.880768332990442494e-09,3.184893129317404314e-01
4.139999999999998716e-04,1.914984512444149933e-09,2.870725909183822755e-01
4.159999999999999202e-04,1.969738923683134598e-09,3.142919759488649878e-01
4.179999999999999688e-04,2.012391034817770948e-09,3.185008508324198573e-01
4.200000000000000174e-04,2.068449876003702391e-09,2.503776796668771842e-01
4.219999999999998492e-04,2.089989003975898031e-09,2.234431629719623169e-01
4.239999999999998978e-04,2.137700200920689071e-09,2.385055656716508210e-01
4.259999999999999464e-04,2.163907524003939157e-09,2.556993450852191319e-01
4.279999999999999950e-04,2.216947480151311004e-09,2.928338608232264884e-01
4.299999999999998268e-04,2.254663668604561361e-09,2.265922313822597844e-01
4.319999999999998754e-04,2.287173775904449659e-09,1.831698907539073551e-01
4.339999999999999240e-04,2.311432353226650080e-09,2.276715282681440744e-01
4.359999999999999726e-04,2.357734571308579229e-09,2.255612929717088766e-01
4.380000000000000213e-04,2.381339136764917577e-09,1.583197635292167005e-01
4.399999999999998530e-04,2.406801613322096242e-09,1.775993999550687652e-01
4.419999999999999016e-04,2.436381394439605326e-09,1.564237177505365117e-01
4.439999999999999503e-04,2.455281025870991965e-09,1.724378182000250448e-01
4.459999999999999989e-04,2.489823955758103514e-09,1.879981562836167963e-01
4.479999999999998306e-04,2.513546104261725369e-09,2.037599569652184528e-01
4.499999999999998793e-04,2.552973989248646946e-09,1.493734261541330988e-01
4.519999999999999279e-04,2.559840464570415770e-09,9.594871492864238960e-02
4.539999999999999765e-04,2.582710767030519606e-09,2.351587265264718229e-01
4.560000000000000251e-04,2.632721719930494695e-09,1.954659986442002506e-01
4.579999999999998569e-04,2.643290306526356569e-09,1.229623401462321408e-01
4.599999999999999055e-04,2.670830659557115105e-09,1.551465878207587967e-01
4.619999999999999541e-04,2.691373906281421372e-09,9.311500283110500653e-02
4.640000000000000027e-04,2.699689202888375696e-09,9.457319830896764035e-02
4.659999999999998345e-04,2.720684378905531097e-09,1.630817701424810418e-01
4.679999999999998831e-04,2.750232103464040263e-09,1.578112105747949689e-01
4.699999999999999317e-04,2.769593808321454042e-09,1.751063492836688884e-01
4.719999999999999803e-04,2.804501705727248953e-09,1.128467066255831458e-01
4.740000000000000289e-04,2.804567673691477662e-09,7.536525404700333830e-02
4.759999999999998607e-04,2.827859181788669156e-09,1.469160121145721976e-01
4.779999999999999093e-04,2.850100423224379104e-09,2.065393565883369420e-01
4.799999999999999580e-04,2.891870617008473743e-09,1.259349257560744284e-01
4.820000000000000066e-04,2.889130637490094850e-09,5.872489873426083723e-02
4.839999999999998383e-04,2.910070853095243186e-09,1.075068806908501956e-01
4.859999999999998870e-04,2.922449564413747322e-09,2.866983949593407757e-02
4.879999999999999356e-04,2.918956314946051532e-09,1.722667247409742086e-01
4.899999999999999842e-04,2.975839099819646974e-09,1.958012375291948715e-01
4.920000000000000328e-04,2.979639752907169880e-09,5.733243509768713719e-02
4.939999999999998646e-04,2.993607778466998993e-09,1.620020506415145722e-01
4.959999999999999132e-04,3.029848022853432424e-09,1.868555489738619735e-01
4.979999999999999618e-04,3.051518735807885461e-09,9.097238842662597191e-02
5.000000000000000104e-04,3.058042519266861940e-09,3.471261504513587642e-02
5.019999999999998422e-04,3.062276996828813048e-09,1.678983931826980025e-01
5.039999999999998908e-04,3.110078205328114677e-09,1.832520889938728526e-01
5.059999999999999394e-04,3.119071156631030534e-09,2.420695166375724447e-02
5.079999999999999880e-04,3.117580512606925357e-09,1.234771922138417077e-01
5.099999999999998198e-04,3.157339661099514022e-09,1.537904745549080465e-01
5.119999999999998684e-04,3.165243820762834417e-09,9.630561439604666193e-03
5.139999999999999170e-04,3.160324400036947116e-09,1.057628086916746757e-01
5.159999999999999656e-04,3.198022218493226459e-09,2.178564864778027022e-01
5.180000000000000143e-04,3.227843281676455243e-09,1.378110131281700679e-01
5.199999999999998460e-04,3.240733113332567001e-09,7.143772251074870239e-02
5.219999999999998946e-04,3.249983522753418677e-09,8.403781910219290663e-02
5.239999999999999433e-04,3.266778422576923782e-09,9.223818385074998571e-02
5.259999999999999919e-04,3.278570319129098301e-09,1.304477547937940018e-01
5.279999999999998236e-04,3.307207269376297790e-09,1.353363788988345973e-01
5.299999999999998723e-04,3.320514266248249478e-09,1.035943792151724496e-01
5.319999999999999209e-04,3.339313619487017446e-09,8.215591080733071483e-02
5.339999999999999695e-04,3.345976327568839715e-09,9.006452535968542672e-02
5.360000000000000181e-04,3.367226747647645536e-09,1.076721500606417636e-01
5.379999999999998499e-04,3.379346475381980873e-09,8.927958235365933415e-02
5.399999999999998985e-04,3.394896603391762785e-09,1.586138645405285874e-01
5.419999999999999471e-04,3.428504666260030059e-09,1.392313563552416145e-01
5.439999999999999957e-04,3.438047696215503759e-09,4.556977424206037908e-02
5.459999999999998275e-04,3.442627817895922947e-09,1.253029285341598353e-01
5.479999999999998761e-04,3.476882039583305369e-09,1.355284152600582104e-01
5.499999999999999247e-04,3.484631281628761335e-09,4.347102355468424051e-02
5.519999999999999733e-04,3.490354738705514525e-09,9.551108974151731323e-02
5.540000000000000219e-04,3.514232429006923395e-09,2.189267988006866894e-01
5.559999999999998537e-04,3.558205335467272944e-09,1.133203826555163884e-01
5.580000000000001192e-04,3.549353097790126306e-09,4.234106291297418112e-02
5.599999999999999509e-04,3.571327833041389632e-09,1.150353351107662875e-01
5.619999999999997827e-04,3.585005270930701885e-09,9.034271797663084858e-02
5.640000000000000482e-04,3.599327179678595322e-09,6.338369321220876929e-02
5.659999999999998799e-04,3.604649377695943499e-09,1.444675062934775156e-01
5.679999999999997117e-04,3.644101079303461515e-09,1.521199916947484632e-01
5.699999999999999772e-04,3.651794963674563373e-09,9.331309375317951849e-02
5.719999999999998089e-04,3.673021015700115612e-09,5.827884854813752957e-02
5.740000000000000744e-04,3.669856958251017672e-09,9.042726695636538192e-02
5.759999999999999062e-04,3.701046566067336017e-09,1.823248145914262153e-01
5.779999999999997379e-04,3.726363733768104041e-09,7.923362500133118713e-02
5.800000000000000034e-04,3.725602941848591405e-09,9.610182897693934911e-02
5.819999999999998352e-04,3.756147965217617605e-09,1.460490660454182854e-01
5.840000000000001006e-04,3.770867004274776867e-09,8.045296927331105352e-02
5.859999999999999324e-04,3.781082244649620260e-09,9.835168642323426080e-02
5.879999999999997642e-04,3.801348519799136903e-09,7.430083203722354090e-02
5.900000000000000296e-04,3.804109831136234600e-09,1.074068339936641581e-02
5.919999999999998614e-04,3.804677311807554607e-09,1.269952188339990851e-01
5.940000000000001269e-04,3.843468655323054220e-09,2.150296115001833763e-01
5.959999999999999586e-04,3.871320077981744003e-09,7.306856101178928198e-02
5.979999999999997904e-04,3.866114331852067376e-09,6.936530756928983854e-02
6.000000000000000559e-04,3.892818028616038242e-09,1.874597797769665120e-01
6.019999999999998876e-04,3.924212554620470453e-09,4.190133082889287847e-02
6.039999999999997194e-04,3.905804242809214716e-09,2.613381156032977895e-02
6.059999999999999849e-04,3.932312041388394150e-09,1.769806908257442468e-01
6.079999999999998166e-04,3.960654747880401619e-09,1.568571930914359203e-01
6.100000000000000821e-04,3.980925798205430553e-09,8.770479861485332151e-02
6.119999999999999139e-04,3.987836540870058395e-09,5.001137473933760236e-02
6.139999999999997456e-04,3.996425506964380822e-09,5.863299747470551715e-02
6.160000000000000111e-04,4.006008294581269447e-09,8.436900655174908725e-02
6.179999999999998429e-04,4.022573459038281980e-09,1.007842384203386649e-01
6.200000000000001083e-04,4.037243715545998465e-09,1.702550204790160837e-01
6.219999999999999401e-04,4.075339519678045220e-09,1.665477643865464485e-01
6.239999999999997719e-04,4.088860809775068469e-09,1.111764798274811755e-01
6.260000000000000373e-04,4.109795742230473973e-09,5.031090701484567523e-02
6.279999999999998691e-04,4.104453350675883137e-09,7.891581959972465699e-02
6.300000000000001345e-04,4.134253622595597909e-09,1.086564690672414263e-01
6.319999999999999663e-04,4.138128562247178259e-09,7.224886844874130187e-02
6.339999999999997981e-04,4.156645256997888268e-09,1.108553801967683966e-01
6.360000000000000635e-04,4.172485268423888979e-09,1.272924125423689490e-01
6.379999999999998953e-04,4.196096188549247009e-09,1.148870768600350617e-01
6.399999999999997271e-04,4.208091492823415494e-09,1.014635925340040268e-01
6.419999999999999925e-04,4.227542157433543284e-09,6.384609187372254635e-02
6.439999999999998243e-04,4.227878907878450461e-09,6.913188844857581783e-02
6.460000000000000898e-04,4.248967765957491267e-09,1.607452303712716135e-01
6.479999999999999215e-04,4.277697659475083324e-09,9.642057454226662938e-02
6.499999999999997533e-04,4.278850784202143402e-09,2.896709014093515333e-02
6.520000000000000188e-04,4.286675246336452287e-09,1.373195211654957837e-01
6.539999999999998506e-04,4.321409354049042553e-09,1.535774268775804696e-01
6.560000000000001160e-04,4.334272525974500388e-09,1.491858841602385251e-02
6.579999999999999478e-04,4.326032977709628949e-09,1.121654974268052607e-01
6.599999999999997796e-04,4.369035268490169833e-09,2.277633530489094060e-01
6.620000000000000450e-04,4.396622231786729427e-09,1.052275989172428011e-01
6.639999999999998768e-04,4.401647792043503250e-09,2.383348672340672436e-02
6.659999999999997086e-04,4.404008793440923036e-09,8.838925865605913590e-02
6.679999999999999740e-04,4.429041715400527603e-09,1.147618700939456449e-01
6.699999999999998058e-04,4.439576213300105667e-09,4.438458233955579896e-02
6.720000000000000712e-04,4.442797548013335969e-09,9.581763999041555124e-02
6.739999999999999030e-04,4.469272367856181764e-09,1.515593473461853136e-01
6.759999999999997348e-04,4.489769377038356357e-09,1.060524319684177375e-01
6.780000000000000002e-04,4.502140526695174407e-09,7.167745990140296508e-02
6.799999999999998320e-04,4.511983918407068158e-09,1.040380886950343781e-01
6.820000000000000975e-04,4.534384392875936305e-09,1.249405204668344593e-01
6.839999999999999292e-04,4.550705942936910972e-09,1.072927930254671258e-01
6.859999999999997610e-04,4.567636968964810453e-09,7.004094718001963038e-02
6.880000000000000265e-04,4.572413290278382575e-09,8.529626243407012476e-02
6.899999999999998582e-04,4.594072299584007920e-09,9.446229166125512389e-02
6.920000000000001237e-04,4.601689390307299283e-09,1.384076429322868007e-01
6.939999999999999555e-04,4.636968104121363894e-09,1.029861968749711948e-01
6.959999999999997872e-04,4.633607250315621557e-09,6.003980970651940675e-03
6.980000000000000527e-04,4.638828879933357130e-09,1.405753214105602278e-01
6.999999999999998845e-04,4.677174869720521595e-09,1.904621308096229315e-01
7.019999999999997162e-04,4.697857602349902049e-09,4.802223615363288706e-02
7.039999999999999817e-04,4.692058097350518414e-09,4.932055840177304584e-02
7.059999999999998135e-04,4.713143210774793352e-09,1.621433721642627501e-01
7.080000000000000789e-04,4.742310166181645440e-09,1.235772114616206091e-01
7.099999999999999107e-04,4.751442713575544610e-09,-2.959543067177637828e-03
7.119999999999997425e-04,4.741392933735228277e-09,1.131532945546575852e-01
7.140000000000000079e-04,4.786511597801479602e-09,2.041469093988657335e-01
7.159999999999998397e-04,4.804662892943805191e-09,9.363522839159786615e-02
7.180000000000001052e-04,4.815531371347238079e-09,6.636073740672972232e-02
7.199999999999999369e-04,4.825229656169063156e-09,1.133773967115321718e-01
7.219999999999997687e-04,4.850669710135882108e-09,6.917737130307093085e-02
7.240000000000000342e-04,4.846669360906148875e-09,-2.004528920501564768e-02
7.259999999999998659e-04,4.844457200556089099e-09,1.773245933496332971e-01
7.280000000000001314e-04,4.901626449509387458e-09,1.731977915061598539e-01
7.299999999999999632e-04,4.898135295590101170e-09,4.086172585140730035e-02
7.319999999999997949e-04,4.914290465513464815e-09,1.438829580249227913e-01
7.340000000000000604e-04,4.942728029870784115e-09,1.139362841014110034e-01
7.359999999999998922e-04,4.949602016732635600e-09,3.234831139504404374e-02
7.379999999999997239e-04,4.952753537229466005e-09,7.598217080705704785e-02
7.399999999999999894e-04,4.973150689899905675e-09,1.424223135158053100e-01
7.419999999999998212e-04,4.996893583204540212e-09,1.752589527684255966e-01
7.440000000000000866e-04,5.027467587595038158e-09,6.581698521315544614e-02
7.459999999999999184e-04,5.017291824754860386e-09,4.692855374674495539e-02
7.479999999999997502e-04,5.042011857160600863e-09,1.018925729724511342e-01
7.500000000000000156e-04,5.048870744830632773e-09,5.808535533987425892e-02
7.519999999999998474e-04,5.060013883611995917e-09,1.235864137855520739e-01
7.540000000000001128e-04,5.087173099649382206e-09,1.589231501869465268e-01
7.559999999999999446e-04,5.109267929432402063e-09,7.510647935461697844e-02
7.579999999999997764e-04,5.110450375308653329e-09,6.869439619319865631e-02
7.600000000000000418e-04,5.130557948751333933e-09,1.325224707834551374e-01
7.619999999999998736e-04,5.151522225700010586e-09,6.281453588247001840e-02
7.639999999999997054e-04,5.150025660188609950e-09,6.588968497279990011e-02
7.659999999999999708e-04,5.171942998626583178e-09,1.187516385594265117e-01
7.679999999999998026e-04,5.186829603729710897e-09,1.390351741134597252e-01
7.700000000000000681e-04,5.215033289930130438e-09,1.564658714753752733e-01
7.719999999999998998e-04,5.235322080715678974e-09,4.920139657501045038e-02
7.739999999999997316e-04,5.230281967284452638e-09,9.083989037630810226e-02
7.759999999999999971e-04,5.263475512847206706e-09,1.319582616330474967e-01
7.779999999999998288e-04,5.271178955905748282e-09,2.411119341665174387e-02
7.800000000000000943e-04,5.270948142378720669e-09,6.316660619660574572e-02
7.819999999999999261e-04,5.290755782266580196e-09,1.407804207531498375e-01
7.839999999999997578e-04,5.314579326924421898e-09,1.458661306174540151e-01
7.860000000000000233e-04,5.335963148673714755e-09,9.831287634221817784e-02
7.879999999999998551e-04,5.345048814286079085e-09,8.742184141299517985e-02
7.900000000000001205e-04,5.363057246529155773e-09,8.774800267656990282e-02
7.919999999999999523e-04,5.372243997237065466e-09,1.238797395492979708e-01
7.939999999999997841e-04,5.401450509944856204e-09,9.972234531970518290e-02
7.960000000000000495e-04,5.403150312395784131e-09,8.691392707461360889e-02
7.979999999999998813e-04,5.428387193124920645e-09,1.002438853903403898e-01
7.999999999999997131e-04,5.434218265166809968e-09,7.568104945559539498e-02
8.019999999999999785e-04,5.451842541658081271e-09,1.632582782867323667e-01
8.039999999999998103e-04,5.484815869794175641e-09,6.698571460131703958e-02
8.060000000000000758e-04,5.472603000108617528e-09,3.082302619672976779e-02
8.079999999999999075e-04,5.494368655167673053e-09,1.824097648447412789e-01
8.099999999999997393e-04,5.529136103719907929e-09,8.178154878724910870e-02
8.120000000000000048e-04,5.519714692837395934e-09,-4.347975701108585528e-02
8.139999999999998365e-04,5.515660697892844836e-09,1.221821648099075258e-01
8.160000000000001020e-04,5.557581837661205631e-09,1.831974107254783213e-01
8.179999999999999338e-04,5.572437911605503634e-09,6.249814843896077388e-02
8.199999999999997655e-04,5.576951493141112992e-09,1.121322257060946848e-01
8.220000000000000310e-04,5.607190342427420873e-09,1.726880058822267416e-01
8.239999999999998628e-04,5.630471593544059209e-09,7.058489994881990415e-02
8.260000000000001282e-04,5.629066273606846213e-09,5.454091873455467476e-02
8.279999999999999600e-04,5.647375115197625284e-09,1.280092736901924655e-01
8.299999999999997918e-04,5.668739377395414362e-09,6.049295131991502816e-02
8.320000000000000572e-04,5.666123312629006978e-09,6.338312243855372119e-02
8.339999999999998890e-04,5.688383307264383657e-09,1.358008725299037489e-01
8.359999999999997208e-04,5.708211217318601126e-09,1.138764497248206664e-01
8.379999999999999862e-04,5.723676314394014568e-09,4.568186970425936605e-02
8.399999999999998180e-04,5.722369109991437776e-09,1.519805946738925218e-01
8.420000000000000834e-04,5.770778697936478641e-09,1.769684403883093338e-01
8.439999999999999152e-04,5.777215818362115409e-09,4.464080105637287590e-03
8.459999999999997470e-04,5.772162222022241960e-09,5.810353097569695424e-02
8.480000000000000124e-04,5.795223477873261946e-09,1.092752942800997024e-01
8.499999999999998442e-04,5.806029222174072908e-09,1.165505772008466612e-01
8.520000000000001097e-04,5.831345260402068620e-09,1.613380854792235419e-01
8.539999999999999414e-04,5.856031713601045244e-09,1.047805802871188963e-01
8.559999999999997732e-04,5.863819242301363752e-09,6.400699249989796891e-02
8.580000000000000387e-04,5.875868995568511792e-09,3.289564477183326563e-02
8.599999999999998705e-04,5.874014381228436969e-09,4.076056006293934247e-02
8.619999999999997022e-04,5.888501657900233071e-09,1.640478654802644543e-01
8.639999999999999677e-04,5.924856697615953736e-09,1.377845334805685995e-01
8.659999999999997995e-04,5.931204346070036054e-09,6.051439119568414321e-02
8.680000000000000649e-04,5.943611539772305040e-09,1.435688359759487442e-01
8.699999999999998967e-04,5.975699726492728342e-09,1.388442633790149816e-01
8.719999999999997285e-04,5.986642663320543045e-09,1.554428105416321912e-02
8.739999999999999939e-04,5.980517267111486522e-09,4.619012578809227748e-02
8.759999999999998257e-04,6.000958076583744540e-09,1.665858538432814229e-01
8.780000000000000911e-04,6.032146166164752066e-09,1.398446905222508196e-01
8.799999999999999229e-04,6.044299256182949747e-09,1.048277183730853546e-01
8.819999999999997547e-04,6.064634757272606934e-09,8.445896114108179809e-02
8.840000000000000201e-04,6.070475087313233987e-09,8.290023657835161874e-02
8.859999999999998519e-04,6.090327502767199179e-09,3.208789491437289559e-02
8.880000000000001174e-04,6.080419885440711680e-09,5.344906986576438562e-02
8.899999999999999491e-04,6.106892634613178544e-09,1.514356532668786337e-01
8.919999999999997809e-04,6.127353378742819992e-09,1.450297378309898522e-01
8.940000000000000464e-04,6.151840783099073820e-09,5.995289692067044818e-02
8.959999999999998781e-04,6.145934200533252516e-09,9.998199458092311975e-02
8.979999999999997099e-04,6.182827569709526399e-09,1.842386403943748752e-01
8.999999999999999754e-04,6.203034115965325628e-09,-1.522809243600565209e-02
9.019999999999998071e-04,6.178108023427461900e-09,9.784015868826796691e-02
9.040000000000000726e-04,6.233357096937209074e-09,1.828129699990765356e-01
9.059999999999999044e-04,6.234766089859625923e-09,5.233742059856846818e-02
9.079999999999997361e-04,6.249577702363486551e-09,9.262324728118676020e-02
9.100000000000000016e-04,6.263472226506525819e-09,1.116742311765162171e-01
9.119999999999998334e-04,6.284188189840334280e-09,4.056041537639256539e-02
9.140000000000000988e-04,6.276042859262626069e-09,4.668978510304860885e-02
9.159999999999999306e-04,6.298658459351756759e-09,2.472007939839290513e-01
9.179999999999997624e-04,6.352656236353384674e-09,1.178344219545519600e-01
9.200000000000000278e-04,6.335178135757245078e-09,-8.873478124640025999e-02
9.219999999999998596e-04,6.325155227367387430e-09,1.951340205292256547e-01
9.240000000000001251e-04,6.395654787377624016e-09,2.129876198795391251e-01
9.259999999999999568e-04,6.391165132006127209e-09,-9.891151772463205316e-02
9.279999999999997886e-04,6.364999766882224596e-09,6.516971001030576194e-02
9.300000000000000541e-04,6.411362767650631501e-09,3.086417732115597778e-01
9.319999999999998858e-04,6.460655157692001326e-09,1.033397117465036097e-01
9.339999999999997176e-04,6.443390190285042134e-09,-1.580617672899907455e-02
9.359999999999999831e-04,6.455756449404765125e-09,9.820463512877108947e-02
9.379999999999998148e-04,6.473826131132669264e-09,9.470174171768652727e-02
9.400000000000000803e-04,6.485106760673752459e-09,9.980931458973640868e-02
9.419999999999999121e-04,6.504759400126664098e-09,4.799628036852240931e-02
9.439999999999997438e-04,6.499981943991595288e-09,1.041263484245105037e-01
9.460000000000000093e-04,6.537030620086631027e-09,1.743666694008507712e-01
9.479999999999998411e-04,6.554022301951521710e-09,5.867162540111031666e-02
9.500000000000001065e-04,6.555214345506521949e-09,1.032630386508946452e-01
9.519999999999999383e-04,6.586025961778811425e-09,1.434397110434065536e-01
9.539999999999997701e-04,6.599669707056341275e-09,1.153870082928827763e-02
9.560000000000000355e-04,6.589602078277159629e-09,8.556545427066970799e-02
9.579999999999998673e-04,6.626188466597239786e-09,1.777536097842410678e-01
9.599999999999996991e-04,6.644692129227921933e-09,1.159730190327149246e-01
9.619999999999999645e-04,6.662131250179422934e-09,8.273313230807802232e-02
9.639999999999997963e-04,6.670333085153943330e-09,7.708753176387284078e-02
